189595,1771694964270,1eb95d2794983715d93916365e39c58c,23K2r,start,,enter,,0,
189596,1771694966681,1eb95d2794983715d93916365e39c58c,23K2r,datenschutz-bestaetigen,,enter,,0,
189597,1771694968258,1eb95d2794983715d93916365e39c58c,23K2r,fragebogen,,enter,,0,
189598,1771695013384,1eb95d2794983715d93916365e39c58c,23K2r,home,,enter,,0,
189599,1771695016365,1eb95d2794983715d93916365e39c58c,23K2r,zu-den-texten,,enter,,0,
189600,1771695032410,1eb95d2794983715d93916365e39c58c,23K2r,titelblatt_effibriest,,enter,effibriest,0,
189601,1771695037674,1eb95d2794983715d93916365e39c58c,23K2r,literaturmuseum_effibriest,,enter,effibriest,0,
189602,1771695121349,1eb95d2794983715d93916365e39c58c,23K2r,titelblatt_effibriest,,enter,effibriest,0,
189603,1771695122871,1eb95d2794983715d93916365e39c58c,23K2r,reader_effibriest,,enter,effibriest,0,
189604,1771695130728,1eb95d2794983715d93916365e39c58c,23K2r,reader_effibriest,page2,enter,0.0031,82,effibriest-046c9;effibriest-38eb7;effibriest-48f38
189605,1771695134135,1eb95d2794983715d93916365e39c58c,23K2r,ueber-textauswahl,,enter,,0,
189606,1771709635494,ada99a468341ed13ca4ad65d1e162520,mt1SQ,start,,enter,,0,
