105061,1685384143586,0e835cc19bdd91703d9f44142a812002,7DMV8,start,,enter,,0,
105062,1685384154217,0e835cc19bdd91703d9f44142a812002,DdE2u,start,,enter,,0,
105063,1685384173957,0e835cc19bdd91703d9f44142a812002,DdE2u,datenschutz-bestaetigen,,enter,,0,
105064,1685384175959,0e835cc19bdd91703d9f44142a812002,DdE2u,datenschutz,,enter,,0,
105065,1685384178635,0e835cc19bdd91703d9f44142a812002,DdE2u,datenschutz-bestaetigen,,enter,,0,
105066,1685384180360,0e835cc19bdd91703d9f44142a812002,DdE2u,fragebogen,,enter,,0,
105067,1685384191841,0e835cc19bdd91703d9f44142a812002,DdE2u,datenschutz-bestaetigen,,enter,,0,
105068,1685387117318,d2ca5d11a4d51ce56ef11b4223f893da,Pc4bD,start,,enter,,0,
105069,1685387131050,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,start,,enter,,0,
105070,1685387148577,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,datenschutz-bestaetigen,,enter,,0,
105071,1685387150752,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,datenschutz,,enter,,0,
105072,1685387153422,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,datenschutz-bestaetigen,,enter,,0,
105073,1685387155203,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,fragebogen,,enter,,0,
105074,1685387165938,d2ca5d11a4d51ce56ef11b4223f893da,pG9nw,datenschutz-bestaetigen,,enter,,0,
105075,1685393250082,27c2686f8e4bd6f3abed405299f7b499,5Nbze,home,,enter,,0,
105076,1685393250068,27c2686f8e4bd6f3abed405299f7b499,5Nbze,start,,enter,,0,
105077,1685393252581,27c2686f8e4bd6f3abed405299f7b499,5Nbze,zu-den-texten,,enter,,0,
105078,1685393256982,27c2686f8e4bd6f3abed405299f7b499,5Nbze,home,,enter,,0,
