1452,1645778663507,1f073dbe1af9e38313eb691f442879e5,jGSTO,reader_reigen,,enter,reigen,0,
1453,1645778663443,1f073dbe1af9e38313eb691f442879e5,jGSTO,start,,enter,,0,
1454,1645778666031,1f073dbe1af9e38313eb691f442879e5,jGSTO,reader_reigen,page37,enter,0.3364,351,reigen-1-1-1-1;reigen-1-2-1-10-1;reigen-1-2-1-10-2;reigen-1-2-1-11-1;reigen-1-2-1-11-2;reigen-1-2-1-12-1;reigen-1-2-1-12-2-1;reigen-1-2-1-12-3;reigen-1-2-1-13-1;reigen-1-2-1-13-2;reigen-1-2-1-14-1;reigen-1-2-1-14-2;reigen-1-2-1-15-1;reigen-1-2-1-15-2;reigen-1-2-1-16-1;reigen-1-2-1-16-2;reigen-1-2-1-17-1;reigen-1-2-1-17-2;reigen-1-2-1-18-1;reigen-1-2-1-18-2-1;reigen-1-2-1-18-3;reigen-1-2-1-19-1;reigen-1-2-1-19-2;reigen-1-2-1-2;reigen-1-2-1-3-1;reigen-1-2-1-4-1;reigen-1-2-1-4-2-1;reigen-1-2-1-5-1;reigen-1-2-1-5-2;reigen-1-2-1-6-1;reigen-1-2-1-6-2-1;reigen-1-2-1-7-1;reigen-1-2-1-7-2;reigen-1-2-1-8-1;reigen-1-2-1-8-2;reigen-1-2-1-9-1;reigen-1-2-1-9-2;reigen-5-2-1-21-1;reigen-5-2-1-21-2;reigen-5-2-1-22-1;reigen-5-2-1-22-2;reigen-5-2-1-23-1;reigen-5-2-1-23-2;reigen-5-2-1-24-1;reigen-5-2-1-24-2;reigen-5-2-1-25-1;reigen-5-2-1-25-2;reigen-5-2-1-26-1;reigen-5-2-1-26-2;reigen-5-2-1-27-1;reigen-5-2-1-27-2;reigen-5-2-1-28-1;reigen-5-2-1-28-2;reigen-5-2-1-29-1;reigen-5-2-1-29-2;reigen-5-2-1-30-1;reigen-5-2-1-30-2;reigen-5-2-1-31-1;reigen-5-2-1-31-2;reigen-5-2-1-32-1;reigen-5-2-1-32-2-1;reigen-5-2-1-32-3
1455,1645784762682,56aaa61e8fbc84e596c4c08b01baa23a,DbwlB,start,,enter,,0,
1456,1645784762741,56aaa61e8fbc84e596c4c08b01baa23a,DbwlB,reader_derprozess,,enter,derprozess,0,
1457,1645784764078,56aaa61e8fbc84e596c4c08b01baa23a,DbwlB,reader_derprozess,page2,enter,0.004,0,
1458,1645787757067,5efc49bf424b63175128e11ea14ed4db,z2QNg,start,,enter,,0,
1459,1645787757084,5efc49bf424b63175128e11ea14ed4db,z2QNg,reader_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
1460,1645787771217,5efc49bf424b63175128e11ea14ed4db,z2QNg,reader_lebensansichtendeskatersmurr,page3,enter,0.0049,920,lebensansichtendeskatersmurr-0-1-1-1-1;lebensansichtendeskatersmurr-0-1-2-1-1-1;lebensansichtendeskatersmurr-0-1-2-2-1-1;lebensansichtendeskatersmurr-0-1-2-2-1-11;lebensansichtendeskatersmurr-0-1-2-2-1-12;lebensansichtendeskatersmurr-0-1-2-2-1-13;lebensansichtendeskatersmurr-0-1-2-2-1-14;lebensansichtendeskatersmurr-0-1-2-2-1-15;lebensansichtendeskatersmurr-0-1-2-2-1-16;lebensansichtendeskatersmurr-0-1-2-2-1-17;lebensansichtendeskatersmurr-0-1-2-2-1-2;lebensansichtendeskatersmurr-0-1-2-2-1-3;lebensansichtendeskatersmurr-0-1-2-2-1-4;lebensansichtendeskatersmurr-0-1-2-2-1-5;lebensansichtendeskatersmurr-0-1-2-2-1-6;lebensansichtendeskatersmurr-0-1-2-2-1-8;lebensansichtendeskatersmurr-0-1-2-2-1-9;lebensansichtendeskatersmurr-0-1-3-1-1-1;lebensansichtendeskatersmurr-0-1-3-2-1-1;lebensansichtendeskatersmurr-0-1-3-2-1-2;lebensansichtendeskatersmurr-0-1-3-2-1-3;lebensansichtendeskatersmurr-0-1-3-2-1-4;lebensansichtendeskatersmurr-0-1-3-2-1-5;lebensansichtendeskatersmurr-0-1-4-1-1-1;lebensansichtendeskatersmurr-0-1-4-2-1-1;lebensansichtendeskatersmurr-0-1-4-2-1-2;lebensansichtendeskatersmurr-0-1-4-2-1-3;lebensansichtendeskatersmurr-0-1-4-2-1-4;lebensansichtendeskatersmurr-0-1-4-2-1-5;lebensansichtendeskatersmurr-0-1-4-2-1-7;lebensansichtendeskatersmurr-0-1-4-2-1-9;lebensansichtendeskatersmurr-0-1-5-1-1-1;lebensansichtendeskatersmurr-0-1-5-2-1-1;lebensansichtendeskatersmurr-0-1-5-2-1-2;lebensansichtendeskatersmurr-0-1-5-2-1-3;lebensansichtendeskatersmurr-0-1-5-2-1-4
1461,1645787772084,5efc49bf424b63175128e11ea14ed4db,z2QNg,reader_lebensansichtendeskatersmurr,page4,enter,0.0061,203,lebensansichtendeskatersmurr-0-1-2-2-1-11;lebensansichtendeskatersmurr-0-1-2-2-1-12;lebensansichtendeskatersmurr-0-1-2-2-1-8;lebensansichtendeskatersmurr-0-1-2-2-1-9
1462,1645787781952,5efc49bf424b63175128e11ea14ed4db,z2QNg,reader_lebensansichtendeskatersmurr,location,close,reject,0,
1463,1645791301778,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,start,,enter,,0,
1464,1645791304157,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,datenschutz-bestaetigen,,enter,,0,
1465,1645791307172,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,fragebogen,,enter,,0,
1466,1645791360926,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,home,,enter,,0,
1467,1645791365188,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,zu-den-texten,,enter,,0,
1468,1645791370575,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,titelblatt_effibriest,,enter,effibriest,0,
1469,1645791373167,e5fb8c67f07bbbd37342ed48814fd5b7,WIutN,reader_effibriest,,enter,effibriest,0,
