190440,1772780907751,8da1443aa23175553431b77f9be2b28b,34JUX,start,,enter,,0,
190441,1772780907764,8da1443aa23175553431b77f9be2b28b,34JUX,reader_briefandenvater,,enter,briefandenvater,0,
190442,1772780908483,8da1443aa23175553431b77f9be2b28b,34JUX,reader_briefandenvater,page186,enter,0.6775,46,briefandenvater-31735;briefandenvater-62f00;briefandenvater-af690;briefandenvater-e111e
190443,1772780928813,8da1443aa23175553431b77f9be2b28b,34JUX,reader_briefandenvater,page187,leave,0.6739,46,briefandenvater-31735;briefandenvater-62f00;briefandenvater-af690;briefandenvater-e111e
