11562,1650695736175,c4007f5017cc48bb4822e3cddde25f70,tFkFe,start,,enter,,0,
11563,1650695744805,c4007f5017cc48bb4822e3cddde25f70,tFkFe,datenschutz-bestaetigen,,enter,,0,
11564,1650700115487,1f073dbe1af9e38313eb691f442879e5,zVMH7,start,,enter,,0,
11565,1650700115519,1f073dbe1af9e38313eb691f442879e5,zVMH7,reader_ausdemlebeneinestaugenichts,,enter,ausdemlebeneinestaugenichts,0,
11566,1650700120311,1f073dbe1af9e38313eb691f442879e5,zVMH7,zu-den-texten,,enter,,0,
11567,1650700117873,1f073dbe1af9e38313eb691f442879e5,zVMH7,home,,enter,,0,
11568,1650700125910,1f073dbe1af9e38313eb691f442879e5,zVMH7,home,,enter,,0,
11569,1650700373866,1f073dbe1af9e38313eb691f442879e5,BaF4M,gluecksaufschlag-intro,,enter,,0,
11570,1650717730358,1f073dbe1af9e38313eb691f442879e5,shY3R,home,,enter,,0,
11571,1650717736691,1f073dbe1af9e38313eb691f442879e5,shY3R,fifty-saetze,,enter,,0,
11572,1650717738651,1f073dbe1af9e38313eb691f442879e5,shY3R,reader_antonreiser,,enter,antonreiser,0,
11573,1650717747149,1f073dbe1af9e38313eb691f442879e5,shY3R,home,,enter,,0,
11574,1650717748731,1f073dbe1af9e38313eb691f442879e5,shY3R,fifty-saetze,,enter,,0,
11575,1650717776566,1f073dbe1af9e38313eb691f442879e5,shY3R,home,,enter,,0,
11576,1650717784438,1f073dbe1af9e38313eb691f442879e5,shY3R,fifty-saetze,,enter,,0,
11577,1650717805302,1f073dbe1af9e38313eb691f442879e5,shY3R,home,,enter,,0,
11578,1650727699546,47b1405b2f4c02bd4b90d1b7122b3bb4,JCJxC,start,,enter,,0,
11579,1650727708861,47b1405b2f4c02bd4b90d1b7122b3bb4,JCJxC,datenschutz-bestaetigen,,enter,,0,
11580,1650747330891,3e2dc0e16e216db1f33bb0f902abced8,UIgb9,fragebogen,,enter,,0,
