81185,1667136329692,9b8c4c180f43d04202b6dd226aefb731,Hp5RA,start,,enter,,0,
81186,1667136333561,9b8c4c180f43d04202b6dd226aefb731,wGsfj,projektpartner,,enter,,0,
81187,1667136364633,9b8c4c180f43d04202b6dd226aefb731,wGsfj,datenauskunft,,enter,,0,
81188,1667136372636,9b8c4c180f43d04202b6dd226aefb731,wGsfj,dashboard-zeitangaben,,enter,,0,
81189,1667136412378,9b8c4c180f43d04202b6dd226aefb731,wGsfj,dashboard-favoriten,,enter,,0,
81190,1667163270933,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81191,1667163271002,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81192,1667163306468,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81193,1667163306564,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81194,1667163310218,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81195,1667163310305,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81196,1667163312303,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81197,1667163312212,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81198,1667163317912,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81199,1667163317827,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81200,1667163319381,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81201,1667163319515,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81202,1667163347766,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81203,1667163347898,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
81204,1667163348919,4f99c0446ce10cf36f08079b43b6cab2,9tK52,start,,enter,,0,
81205,1667163349012,4f99c0446ce10cf36f08079b43b6cab2,9tK52,reader_antonreiser,,enter,antonreiser,0,
