173614,1751655604702,32a75b940986ba415301a2659eec9641,K1UXT,start,,enter,,0,
173615,1751655604717,32a75b940986ba415301a2659eec9641,K1UXT,reader_faustii,,enter,faustii,0,
173616,1751655606823,32a75b940986ba415301a2659eec9641,K1UXT,reader_faustii,page645,enter,0.7547,50,faustii-1bb51;faustii-51387;faustii-53b76;faustii-5e935;faustii-6c43f;faustii-92c48;faustii-a06ac;faustii-aecb5;faustii-bd937;faustii-cbfb3;faustii-ccf61;faustii-eaa86
173617,1751656708913,32a75b940986ba415301a2659eec9641,K1UXT,reader_faustii,page646,leave,0.7535,50,faustii-1bb51;faustii-51387;faustii-53b76;faustii-5e935;faustii-6c43f;faustii-92c48;faustii-a06ac;faustii-aecb5;faustii-bd937;faustii-cbfb3;faustii-ccf61;faustii-eaa86
173618,1751657432078,32a75b940986ba415301a2659eec9641,aMCRj,reader_faustii,page646,reenter,0.7535,50,faustii-1bb51;faustii-51387;faustii-53b76;faustii-5e935;faustii-6c43f;faustii-92c48;faustii-a06ac;faustii-aecb5;faustii-bd937;faustii-cbfb3;faustii-ccf61;faustii-eaa86
