195424,1781642572463,e0b02db8c9a9d4d36c2881e2514a42f0,cFEcQ,start,,enter,,0,
195425,1781642572472,e0b02db8c9a9d4d36c2881e2514a42f0,cFEcQ,reader_dieverwandlung,,enter,dieverwandlung,0,
195426,1781642573252,e0b02db8c9a9d4d36c2881e2514a42f0,cFEcQ,reader_dieverwandlung,page1,enter,0.011,77,dieverwandlung-6c283;dieverwandlung-75a0b;dieverwandlung-a2913;dieverwandlung-c52ed;dieverwandlung-d2a99;dieverwandlung-f1cf1
195427,1781642575498,e0b02db8c9a9d4d36c2881e2514a42f0,cFEcQ,reader_dieverwandlung,page2,leave,0.0055,77,dieverwandlung-6c283;dieverwandlung-75a0b;dieverwandlung-a2913;dieverwandlung-c52ed;dieverwandlung-d2a99;dieverwandlung-f1cf1
195428,1781642603099,e0b02db8c9a9d4d36c2881e2514a42f0,WahCQ,reader_dieverwandlung,page2,reenter,0.0055,77,dieverwandlung-6c283;dieverwandlung-75a0b;dieverwandlung-a2913;dieverwandlung-c52ed;dieverwandlung-d2a99;dieverwandlung-f1cf1
195429,1781642605854,e0b02db8c9a9d4d36c2881e2514a42f0,WahCQ,reader_dieverwandlung,page2,leave,0.0055,77,dieverwandlung-6c283;dieverwandlung-75a0b;dieverwandlung-a2913;dieverwandlung-c52ed;dieverwandlung-d2a99;dieverwandlung-f1cf1
